filename,label,brightness,contrast,sharpness,dark_pixel_ratio,bright_pixel_ratio,saturation,edge_density,noise_level,entropy,gradient_mean,gradient_std,strong_edge_ratio,local_contrast_mean,local_contrast_std,patch_intensity_std,patch_intensity_range,extreme_pixel_ratio,laplacian_extreme_ratio
koniq_4194428227_blur_0.jpg,blur,86.5024,53.0011,17.093,0.2545,0.0031,130.8228,0.0193,0.9985,7.5784,35.484,37.1853,0.0169,14.8046,11.7017,29.7676,93.6541,0.0605,0.0215
koniq_4228738752_blur_0.jpg,blur,55.9212,56.1157,3.2962,0.598,0.0075,207.7425,0.0057,0.4046,7.0129,16.9281,27.2135,0.0057,8.5838,11.3233,33.7939,95.8354,0.1739,0.0161
koniq_4237536969_blur_0.jpg,blur,118.5084,21.6381,4.5322,0.002,0.0,135.0795,0.0022,0.4748,6.3616,12.478,22.0999,0.0023,5.3568,7.6599,13.3276,49.3951,0.0,0.0196
koniq_4251971063_blur_0.jpg,blur,132.1756,28.1289,1.4918,0.0499,0.0013,139.2139,0.0034,0.2547,5.1615,5.2989,18.7512,0.0024,2.7601,7.9686,14.5773,54.4875,0.0039,0.0254
koniq_4281731487_blur_0.jpg,blur,123.088,62.7602,18.83,0.0504,0.1156,156.2407,0.0324,1.0555,7.7311,41.399,42.2415,0.0284,17.6036,12.4902,39.7715,135.1707,0.0726,0.0195
koniq_4305975001_blur_0.jpg,blur,128.8868,86.1886,51.5339,0.203,0.2666,113.0348,0.0484,1.7542,7.7055,51.881,84.1366,0.1107,24.1346,25.6176,51.6465,174.2106,0.1374,0.0273
koniq_432860543_blur_0.jpg,blur,172.1588,57.3432,144.028,0.0191,0.3041,53.8619,0.0772,2.904,7.602,61.5998,88.2273,0.1288,22.8888,20.5859,28.8405,101.3068,0.1119,0.0218
koniq_4344642946_blur_0.jpg,blur,196.0021,79.2788,6.1012,0.0618,0.6202,23.3528,0.0142,0.5913,5.8535,25.5526,43.8475,0.0352,12.9292,17.8702,49.3765,181.7771,0.5605,0.0215
koniq_4495630749_blur_0.jpg,blur,80.3539,54.0125,13.9571,0.2886,0.0101,136.6602,0.0213,0.9212,7.5062,39.5092,40.4002,0.0247,17.1349,12.4909,25.4394,80.151,0.0629,0.0199
koniq_4524766514_blur_0.jpg,blur,131.1282,40.5378,9.4281,0.0354,0.0,80.2424,0.0205,0.7534,6.9334,31.7309,43.8232,0.031,13.8777,15.1871,19.9573,60.8582,0.0036,0.0138
koniq_4563172093_blur_0.jpg,blur,102.3056,45.8302,6.933,0.1013,0.0006,135.2434,0.0075,0.6547,7.5058,35.8006,29.0977,0.0074,15.927,10.447,28.1138,86.8966,0.0351,0.0107
koniq_4619633197_blur_0.jpg,blur,155.7174,96.0631,18.6615,0.2536,0.4631,23.6245,0.0192,1.0454,7.0803,23.7197,55.5657,0.0433,11.8892,19.593,68.5036,193.1676,0.3737,0.0285
koniq_4710464067_blur_0.jpg,blur,197.0919,27.3644,8.0998,0.0,0.2844,109.1588,0.0099,0.6985,6.7067,29.2219,28.3574,0.0052,13.6074,8.2057,6.9181,25.1697,0.0138,0.0207
koniq_4881913692_blur_0.jpg,blur,60.9469,44.4521,3.1777,0.295,0.0001,184.7227,0.007,0.4191,5.149,13.8347,27.8873,0.0068,6.7297,11.1257,31.2948,99.177,0.0144,0.0206
koniq_4992884384_blur_0.jpg,blur,142.0748,33.6382,3.0427,0.0048,0.0081,89.4795,0.0035,0.3899,6.1675,13.4828,24.764,0.0034,6.549,9.7271,20.292,81.8842,0.0,0.0176
koniq_5079448176_blur_0.jpg,blur,167.0518,13.9127,1.3611,0.0031,0.0,106.3109,0.0012,0.2301,5.2023,2.4295,13.068,0.003,1.1377,5.0528,8.4512,30.8172,0.0,0.0116
koniq_5095300668_blur_0.jpg,blur,207.2714,63.5726,22.6703,0.0,0.6309,80.4963,0.0267,1.156,4.3086,29.6699,50.5835,0.0448,12.5503,15.5978,36.6329,113.9682,0.6112,0.0236
koniq_5097068931_blur_0.jpg,blur,139.1244,15.5724,15.3667,0.001,0.0076,145.8227,0.0057,0.9306,5.3107,17.2314,22.4449,0.0063,4.9061,6.1089,8.9047,39.0529,0.0007,0.0149
koniq_5175429795_blur_0.jpg,blur,120.2416,69.0715,9.4558,0.112,0.1403,92.8853,0.0156,0.75,7.6961,28.5168,37.8423,0.0223,12.6624,12.8819,54.7798,180.79,0.0457,0.0246
koniq_5195185160_blur_0.jpg,blur,77.4672,63.541,9.0478,0.3913,0.0482,78.0497,0.0229,0.7308,7.563,37.7543,44.3919,0.0357,18.08,16.0455,41.1501,168.1529,0.1456,0.0198
koniq_5241841036_blur_0.jpg,blur,101.325,72.8811,18.6347,0.3177,0.0051,62.4146,0.0321,1.0546,6.2987,33.2555,55.4863,0.0533,14.8653,18.4031,56.8222,165.7513,0.2611,0.0233
koniq_5310130081_blur_0.jpg,blur,140.0398,66.8754,11.7548,0.0346,0.1661,96.4074,0.0167,0.8378,7.7756,32.8796,44.6649,0.0347,15.7826,16.1968,39.6911,141.1423,0.0428,0.0276
koniq_5365003071_blur_0.jpg,blur,125.6148,85.1294,4.453,0.2955,0.196,166.1168,0.0073,0.4983,7.2542,22.4242,37.477,0.0213,11.6612,15.6429,60.0411,162.1117,0.1036,0.0195
koniq_5419962760_blur_0.jpg,blur,199.3823,87.5495,5.3188,0.0752,0.6884,59.0402,0.0087,0.5596,3.5551,14.8257,40.4185,0.0258,7.8649,16.7379,66.7466,208.1505,0.6964,0.0258
koniq_5454884110_blur_0.jpg,blur,186.8564,56.4259,6.5562,0.0017,0.3677,97.4475,0.0069,0.632,6.4134,34.1252,35.1841,0.0041,15.8413,12.7767,34.8015,111.6099,0.3062,0.0142
koniq_5460394455_blur_0.jpg,blur,79.2128,45.9216,95.0928,0.1803,0.0058,182.0582,0.0927,2.3168,7.4002,57.2104,62.523,0.096,20.2951,13.262,23.0285,91.1614,0.0453,0.0185
koniq_5470588240_blur_0.jpg,blur,178.4524,69.2222,40.3011,0.0511,0.5122,46.0783,0.0545,1.5465,7.0152,47.421,67.444,0.0897,19.1722,20.4048,31.3967,105.2232,0.0503,0.0194
koniq_5511925995_blur_0.jpg,blur,138.27,46.828,18.1393,0.0186,0.0472,114.1815,0.0279,1.0401,7.569,38.4481,41.1814,0.0342,15.8274,12.1029,26.2648,105.5241,0.0127,0.0199
koniq_5543296873_blur_0.jpg,blur,52.1353,52.7987,7.7921,0.5733,0.0261,210.5282,0.0124,0.6624,7.0362,26.0672,37.8307,0.0218,12.5785,13.5038,30.625,89.2493,0.2383,0.0206
koniq_5564570846_blur_0.jpg,blur,137.6223,14.4998,3.9421,0.0023,0.0003,139.5256,0.0087,0.4659,4.9984,6.9634,26.5155,0.013,3.1064,8.675,6.3926,24.4473,0.0005,0.0241
koniq_5621947330_blur_0.jpg,blur,69.1628,55.6848,49.4679,0.4455,0.0399,71.0905,0.0266,1.7065,7.0326,36.9031,52.2217,0.0386,13.2333,14.8139,26.9463,101.8782,0.045,0.0219
koniq_5677116051_blur_0.jpg,blur,84.3955,45.5032,143.7673,0.1405,0.011,88.3087,0.0821,2.8318,7.3922,64.7071,68.3609,0.0916,20.9321,15.7255,20.7778,75.5459,0.0425,0.0221
koniq_5796747370_blur_0.jpg,blur,154.6457,60.9109,5.9694,0.0359,0.1254,148.9337,0.0046,0.5972,7.4312,27.3656,28.5542,0.0081,11.8914,10.902,46.5897,131.4664,0.0042,0.0189
koniq_5856265647_blur_0.jpg,blur,163.5081,84.2153,117.3812,0.1279,0.4098,58.6793,0.0656,2.63,7.3164,65.59,98.1696,0.1242,30.0729,26.8382,34.7465,103.2824,0.2747,0.0285
koniq_5906952351_blur_0.jpg,blur,119.1999,64.3407,35.5601,0.1818,0.0455,59.2776,0.0576,1.4539,7.7092,59.0001,64.2749,0.1068,24.3466,19.2731,36.068,110.558,0.0423,0.0172
koniq_5914848066_blur_0.jpg,blur,197.0233,49.4834,12.6724,0.0257,0.4911,47.9524,0.0164,0.862,6.9981,28.2575,43.461,0.0273,12.7921,14.6535,30.894,119.4548,0.0689,0.0249
koniq_5936297940_blur_0.jpg,blur,58.5567,39.914,5.3489,0.2902,0.0067,163.547,0.0098,0.5429,6.411,19.3968,37.0035,0.0222,9.5002,14.275,17.0675,72.8223,0.0196,0.0289
koniq_5943227958_blur_0.jpg,blur,77.9432,33.2678,10.9072,0.0554,0.0045,182.0595,0.0082,0.7766,6.7135,18.5455,28.6207,0.0096,7.7068,9.3806,19.9816,71.2945,0.0001,0.0248
koniq_5951267818_blur_0.jpg,blur,151.541,57.9233,21.7962,0.0549,0.0628,41.2432,0.04,1.1459,7.4106,49.5974,54.1099,0.0701,21.2497,16.742,32.142,89.3206,0.0024,0.0194
koniq_5971762123_blur_0.jpg,blur,184.5957,37.8705,52.9309,0.0158,0.0815,11.0967,0.0362,1.7738,6.5974,48.2144,47.1895,0.0397,16.6072,11.2148,14.4644,42.602,0.0096,0.0196
koniq_6010335101_blur_0.jpg,blur,94.1322,42.4168,3.5684,0.0009,0.0587,177.7315,0.0034,0.441,5.8744,15.3134,26.5539,0.0092,6.9744,11.0673,22.7891,68.0706,0.0275,0.0191
koniq_6059676315_blur_0.jpg,blur,139.6825,45.5258,22.6036,0.0249,0.0457,82.4252,0.0365,1.1455,7.4631,38.2522,47.8861,0.0424,16.1897,14.087,25.5414,100.7992,0.0155,0.0241
koniq_6061284714_blur_0.jpg,blur,123.7846,74.5089,17.5607,0.1994,0.146,130.8522,0.0299,1.0221,7.9275,44.3664,55.292,0.0662,21.6723,18.7536,34.7103,145.394,0.1224,0.0203
koniq_6118760299_blur_0.jpg,blur,93.9191,40.9374,8.0859,0.0288,0.0003,139.123,0.0148,0.6735,7.1014,27.0491,35.5739,0.0172,12.2673,12.1291,23.8687,85.2899,0.0,0.0211
koniq_6185806763_blur_0.jpg,blur,149.6756,22.9035,3.0807,0.0,0.0002,149.8004,0.0014,0.3459,6.523,11.3256,15.6747,0.0006,5.3455,5.4322,9.3026,33.0961,0.0,0.0216
koniq_6191653562_blur_0.jpg,blur,109.9824,29.4205,13.2521,0.0205,0.0,141.6317,0.0132,0.9049,6.8473,37.0563,33.8601,0.0092,14.6076,9.6367,8.0184,29.5097,0.0,0.0176
koniq_6216628901_blur_0.jpg,blur,170.2338,46.7914,17.6619,0.0131,0.0742,111.9236,0.0157,0.9914,7.0679,25.7206,35.3049,0.0156,11.1643,12.096,29.1486,100.1525,0.0266,0.0227
koniq_6230011878_blur_0.jpg,blur,68.5668,18.7061,2.2632,0.0659,0.0,212.3911,0.0002,0.2634,6.0673,7.7808,12.2993,0.0003,3.5174,4.6127,13.5378,49.3341,0.0001,0.0093
koniq_6256829619_blur_0.jpg,blur,169.5596,96.6126,32.1468,0.1304,0.5435,10.2055,0.0305,1.3822,4.7865,28.8112,62.4304,0.0568,12.2327,19.6525,69.9039,211.9541,0.5364,0.0266
koniq_6307302399_blur_0.jpg,blur,89.6784,53.9666,20.3722,0.1932,0.0173,127.7641,0.029,1.1209,7.4045,47.126,55.3811,0.0671,20.1135,17.0173,20.413,88.3886,0.0112,0.016
koniq_6343064519_blur_0.jpg,blur,205.9347,26.5528,7.6179,0.0,0.4142,12.5447,0.0074,0.6391,6.4426,11.7589,23.6788,0.0045,4.9414,7.2399,20.2001,79.8008,0.016,0.023
koniq_6344902938_blur_0.jpg,blur,109.6991,77.0305,58.2318,0.2515,0.1247,28.6855,0.0365,1.8202,7.529,41.9907,50.4719,0.0464,14.8297,13.4366,63.455,192.6935,0.0577,0.0237
koniq_6346994570_blur_0.jpg,blur,103.3661,15.7574,1.4185,0.0129,0.0027,129.9872,0.0019,0.2722,3.0666,6.4307,20.0281,0.0011,3.2357,8.302,1.7177,7.635,0.0,0.0283
koniq_6608109869_blur_0.jpg,blur,66.0383,44.9224,4.3636,0.3122,0.0027,155.2602,0.0051,0.493,7.1174,22.0201,24.0224,0.0016,10.2199,9.2607,24.3364,91.1999,0.0355,0.018
koniq_6729759239_blur_0.jpg,blur,104.1123,42.5527,4.4653,0.0269,0.0127,101.4714,0.0046,0.4962,7.3283,23.8379,24.1367,0.0045,11.0326,9.2122,24.9077,82.0702,0.0021,0.0205
koniq_6757989209_blur_0.jpg,blur,143.1958,69.6897,8.9609,0.0845,0.2235,128.2851,0.019,0.7063,7.842,30.3807,45.5573,0.0377,16.0005,16.5104,32.5753,101.3801,0.072,0.0274
koniq_6787512667_blur_0.jpg,blur,172.1732,69.3207,59.7574,0.049,0.3039,47.3012,0.0411,1.8822,7.3874,47.1896,68.2647,0.0721,20.2043,18.7863,45.966,142.3336,0.2388,0.0247
koniq_6829189111_blur_0.jpg,blur,192.8034,13.0057,2.5137,0.0013,0.0,6.267,0.0018,0.3339,4.8461,8.7619,15.263,0.0035,3.342,5.3698,6.4722,23.8427,0.0004,0.0107
koniq_6845848072_blur_0.jpg,blur,101.3138,56.6096,15.6593,0.2274,0.0001,115.7122,0.027,0.9655,7.2869,30.1892,44.2628,0.0335,12.4592,14.0908,41.1128,129.4291,0.0478,0.0266
koniq_6862989864_blur_0.jpg,blur,105.8962,58.2768,93.5055,0.1517,0.041,96.8426,0.1135,2.3472,7.7793,85.381,75.493,0.1774,32.2743,16.5671,17.4201,62.6397,0.0307,0.0162
koniq_6870048801_blur_0.jpg,blur,175.2256,51.69,33.1912,0.0071,0.3255,38.3082,0.0324,1.4127,6.9951,36.0104,50.1744,0.0447,12.8993,12.5133,42.6599,114.7537,0.0023,0.0223
koniq_6897314758_blur_0.jpg,blur,110.6582,50.545,12.7975,0.0526,0.0209,91.143,0.0173,0.883,7.4227,35.4053,37.4051,0.0246,14.6197,11.3071,37.12,120.5492,0.0032,0.0161
koniq_6900924910_blur_0.jpg,blur,141.1648,81.5007,38.6153,0.1035,0.2867,76.1257,0.0644,1.5188,7.2694,57.7334,62.7225,0.0945,23.1791,18.0322,59.4794,199.018,0.2706,0.0139
koniq_6915781600_blur_0.jpg,blur,184.154,49.963,6.1268,0.0033,0.354,84.8965,0.0037,0.6065,7.2505,28.7769,30.0449,0.0023,12.8536,10.6577,34.8149,107.3229,0.2054,0.0116
koniq_6965249888_blur_0.jpg,blur,148.6192,58.7775,10.2723,0.0133,0.1989,127.207,0.019,0.7701,7.591,25.1867,38.5163,0.0211,11.5416,12.6861,41.3552,157.3515,0.015,0.0232
